Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Shipping_Days,Profit_Margin,Order_Year,Order_Month,High_Discount
5347,CA-2017-108539,2017-03-21,2017-03-23,second class,SC-20725,Steven Cartwright,consumer,united states,los angeles,california,90045,west,OFF-BI-10003981,office supplies,binders,"Avery Durable Plastic 1"" Binders",10.896,3,0.2,3.9498,2,0.3625,2017,3,no
5348,CA-2017-108539,2017-03-21,2017-03-23,second class,SC-20725,Steven Cartwright,consumer,united states,los angeles,california,90045,west,OFF-BI-10001031,office supplies,binders,Pressboard Data Binders by Wilson Jones,8.544,2,0.2,2.8836,2,0.33749999999999997,2017,3,no
5349,CA-2015-149811,2015-01-04,2015-01-10,standard class,CS-12250,Chris Selesnick,corporate,united states,woodbury,minnesota,55125,central,OFF-BI-10003676,office supplies,binders,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",32.34,3,0.0,15.5232,6,0.4799999999999999,2015,1,no
5350,CA-2015-149811,2015-01-04,2015-01-10,standard class,CS-12250,Chris Selesnick,corporate,united states,woodbury,minnesota,55125,central,OFF-PA-10004082,office supplies,paper,"Adams Telephone Message Book w/Frequently-Called Numbers Space, 400 Messages per Book",39.9,5,0.0,19.95,6,0.5,2015,1,no
5351,US-2017-103814,2017-12-09,2017-12-16,standard class,LH-16900,Lena Hernandez,consumer,united states,park ridge,illinois,60068,central,OFF-PA-10001019,office supplies,paper,Xerox 1884,143.856,9,0.2,48.5514,7,0.3375,2017,12,no
5352,CA-2016-123932,2016-09-06,2016-09-12,standard class,YC-21895,Yoseph Carroll,corporate,united states,dallas,texas,75217,central,OFF-PA-10004665,office supplies,paper,Advantus Motivational Note Cards,41.92,4,0.2,15.196,6,0.3625,2016,9,no
5353,CA-2016-123932,2016-09-06,2016-09-12,standard class,YC-21895,Yoseph Carroll,corporate,united states,dallas,texas,75217,central,TEC-PH-10002447,technology,phones,AT&T CL83451 4-Handset Telephone,329.584,2,0.2,37.0782,6,0.1125,2016,9,no
5354,US-2016-101616,2016-09-03,2016-09-06,first class,CY-12745,Craig Yedwab,corporate,united states,monroe,louisiana,71203,south,OFF-BI-10000014,office supplies,binders,Heavy-Duty E-Z-D Binders,87.28,8,0.0,41.0216,3,0.47,2016,9,no
5355,CA-2014-113768,2014-05-13,2014-05-19,standard class,AH-10030,Aaron Hawkins,corporate,united states,los angeles,california,90004,west,FUR-CH-10002439,furniture,chairs,"Iceberg Nesting Folding Chair, 19w x 6d x 43h",279.456,6,0.2,20.9592,6,0.075,2014,5,no
5356,CA-2014-113768,2014-05-13,2014-05-19,standard class,AH-10030,Aaron Hawkins,corporate,united states,los angeles,california,90004,west,OFF-PA-10003063,office supplies,paper,EcoTones Memo Sheets,8.0,2,0.0,3.84,6,0.48,2014,5,no
5357,CA-2016-138037,2016-09-29,2016-10-03,standard class,AR-10540,Andy Reiter,consumer,united states,san francisco,california,94109,west,OFF-BI-10002982,office supplies,binders,Avery Self-Adhesive Photo Pockets for Polaroid Photos,27.24,5,0.2,9.534,4,0.35000000000000003,2016,9,no
5358,CA-2014-150490,2014-08-05,2014-08-11,standard class,SS-20590,Sonia Sunley,consumer,united states,san francisco,california,94122,west,TEC-AC-10004510,technology,accessories,Logitech Desktop MK120 Mouse and keyboard Combo,16.36,1,0.0,1.636,6,0.09999999999999999,2014,8,no
5359,CA-2014-150490,2014-08-05,2014-08-11,standard class,SS-20590,Sonia Sunley,consumer,united states,san francisco,california,94122,west,OFF-ST-10000321,office supplies,storage,Akro Stacking Bins,15.78,2,0.0,0.6312,6,0.04,2014,8,no
5360,CA-2014-150490,2014-08-05,2014-08-11,standard class,SS-20590,Sonia Sunley,consumer,united states,san francisco,california,94122,west,OFF-AR-10004602,office supplies,art,Boston KS Multi-Size Manual Pencil Sharpener,45.98,2,0.0,12.8744,6,0.28,2014,8,no
5361,US-2017-126060,2017-04-14,2017-04-18,standard class,DW-13585,Dorothy Wardle,corporate,united states,fayetteville,north carolina,28314,south,FUR-BO-10003433,furniture,bookcases,Sauder Cornerstone Collection Library,198.272,8,0.2,-32.2192,4,-0.1625,2017,4,no
5362,CA-2017-100951,2017-06-09,2017-06-10,first class,NC-18625,Noah Childs,corporate,united states,dallas,texas,75217,central,OFF-ST-10001496,office supplies,storage,Standard Rollaway File with Lock,720.76,5,0.2,54.057,1,0.075,2017,6,no
5363,CA-2016-122017,2016-12-29,2017-01-02,standard class,CD-11920,Carlos Daly,consumer,united states,wichita,kansas,67212,central,FUR-FU-10000672,furniture,furnishings,"Executive Impressions 10"" Spectator Wall Clock",70.56,6,0.0,23.9904,4,0.34,2016,12,no
5364,CA-2016-122017,2016-12-29,2017-01-02,standard class,CD-11920,Carlos Daly,consumer,united states,wichita,kansas,67212,central,OFF-AP-10001293,office supplies,appliances,Belkin 8 Outlet Surge Protector,81.96,2,0.0,22.9488,4,0.28,2016,12,no
5365,CA-2014-123477,2014-01-18,2014-01-21,second class,DW-13195,David Wiener,corporate,united states,springfield,oregon,97477,west,OFF-AP-10000692,office supplies,appliances,Fellowes Mighty 8 Compact Surge Protector,64.864,4,0.2,6.4864,3,0.09999999999999999,2014,1,no
5366,CA-2016-107790,2016-11-20,2016-11-24,standard class,EH-13990,Erica Hackney,consumer,united states,houston,texas,77041,central,TEC-PH-10004539,technology,phones,Wireless Extenders zBoost YX545 SOHO Signal Booster,151.192,1,0.2,13.2293,4,0.0875,2016,11,no
5367,CA-2017-158071,2017-06-10,2017-06-15,standard class,BD-11320,Bill Donatelli,consumer,united states,seattle,washington,98103,west,TEC-PH-10002923,technology,phones,"Logitech B530 USB Headset - headset - Full size, Binaural",88.776,3,0.2,7.7679,5,0.08750000000000001,2017,6,no
5368,CA-2017-158071,2017-06-10,2017-06-15,standard class,BD-11320,Bill Donatelli,consumer,united states,seattle,washington,98103,west,OFF-LA-10004689,office supplies,labels,Avery 512,11.56,4,0.0,5.4332,5,0.47000000000000003,2017,6,no
5369,CA-2017-158071,2017-06-10,2017-06-15,standard class,BD-11320,Bill Donatelli,consumer,united states,seattle,washington,98103,west,OFF-ST-10001228,office supplies,storage,Personal File Boxes with Fold-Down Carry Handle,15.58,1,0.0,3.895,5,0.25,2017,6,no
5370,CA-2017-147403,2017-09-10,2017-09-13,first class,KH-16630,Ken Heidel,corporate,united states,akron,ohio,44312,east,OFF-PA-10003302,office supplies,paper,Xerox 1906,85.056,3,0.2,28.7064,3,0.33749999999999997,2017,9,no
5371,US-2017-136721,2017-04-08,2017-04-12,standard class,NH-18610,Nicole Hansen,corporate,united states,oak park,michigan,48237,central,FUR-FU-10004665,furniture,furnishings,"3M Polarizing Task Lamp with Clamp Arm, Light Gray",273.96,2,0.0,71.2296,4,0.26000000000000006,2017,4,no
5372,US-2017-136721,2017-04-08,2017-04-12,standard class,NH-18610,Nicole Hansen,corporate,united states,oak park,michigan,48237,central,FUR-FU-10004188,furniture,furnishings,Luxo Professional Combination Clamp-On Lamps,306.9,3,0.0,79.794,4,0.26,2017,4,no
5373,CA-2015-118738,2015-10-24,2015-10-30,standard class,AG-10495,Andrew Gjertsen,corporate,united states,houston,texas,77041,central,OFF-PA-10003177,office supplies,paper,Xerox 1999,15.552,3,0.2,5.4432,6,0.35000000000000003,2015,10,no
5374,CA-2015-118738,2015-10-24,2015-10-30,standard class,AG-10495,Andrew Gjertsen,corporate,united states,houston,texas,77041,central,FUR-TA-10002607,furniture,tables,KI Conference Tables,347.361,7,0.3,-69.4722,6,-0.2,2015,10,yes
5375,CA-2015-118738,2015-10-24,2015-10-30,standard class,AG-10495,Andrew Gjertsen,corporate,united states,houston,texas,77041,central,OFF-PA-10001166,office supplies,paper,Xerox 2,10.368,2,0.2,3.6288,6,0.35,2015,10,no
5376,CA-2017-134152,2017-05-27,2017-05-31,standard class,RP-19855,Roy Phan,corporate,united states,seattle,washington,98103,west,TEC-AC-10004510,technology,accessories,Logitech Desktop MK120 Mouse and keyboard Combo,98.16,6,0.0,9.816,4,0.1,2017,5,no
5377,CA-2017-134152,2017-05-27,2017-05-31,standard class,RP-19855,Roy Phan,corporate,united states,seattle,washington,98103,west,OFF-AR-10004062,office supplies,art,Staples in misc. colors,31.44,3,0.0,7.86,4,0.25,2017,5,no
5378,CA-2014-125542,2014-12-05,2014-12-07,first class,NB-18655,Nona Balk,corporate,united states,philadelphia,pennsylvania,19134,east,OFF-EN-10000056,office supplies,envelopes,Cameo Buff Policy Envelopes,348.488,7,0.2,117.6147,2,0.3375,2014,12,no
5379,CA-2014-125542,2014-12-05,2014-12-07,first class,NB-18655,Nona Balk,corporate,united states,philadelphia,pennsylvania,19134,east,OFF-ST-10001469,office supplies,storage,Fellowes Bankers Box Recycled Super Stor/Drawer,172.736,4,0.2,-30.2288,2,-0.17500000000000002,2014,12,no
5380,CA-2016-136021,2016-08-14,2016-08-18,standard class,JM-15580,Jill Matthias,consumer,united states,los angeles,california,90045,west,OFF-PA-10000551,office supplies,paper,Array Memo Cubes,15.54,3,0.0,7.6146,4,0.49000000000000005,2016,8,no
5381,CA-2016-136021,2016-08-14,2016-08-18,standard class,JM-15580,Jill Matthias,consumer,united states,los angeles,california,90045,west,TEC-MA-10000423,technology,machines,Texas Instruments TI-34 Scientific Calculator,105.552,6,0.2,35.6238,4,0.3375,2016,8,no
5382,CA-2016-149195,2016-09-05,2016-09-07,second class,DM-13525,Don Miller,corporate,united states,houston,texas,77070,central,OFF-PA-10001870,office supplies,paper,Xerox 202,25.92,5,0.2,9.072,2,0.3499999999999999,2016,9,no
5383,CA-2016-149195,2016-09-05,2016-09-07,second class,DM-13525,Don Miller,corporate,united states,houston,texas,77070,central,OFF-FA-10001843,office supplies,fasteners,Staples,15.808,8,0.2,5.3352,2,0.3375,2016,9,no
5384,CA-2016-149195,2016-09-05,2016-09-07,second class,DM-13525,Don Miller,corporate,united states,houston,texas,77070,central,OFF-PA-10002036,office supplies,paper,Xerox 1930,10.368,2,0.2,3.7584,2,0.3625,2016,9,no
5385,CA-2017-161410,2017-06-26,2017-07-03,standard class,CC-12220,Chris Cortes,consumer,united states,philadelphia,pennsylvania,19143,east,TEC-PH-10001760,technology,phones,Bose SoundLink Bluetooth Speaker,358.2,3,0.4,41.79,7,0.11666666666666667,2017,6,yes
5386,CA-2017-161410,2017-06-26,2017-07-03,standard class,CC-12220,Chris Cortes,consumer,united states,philadelphia,pennsylvania,19143,east,TEC-PH-10000673,technology,phones,Plantronics Voyager Pro HD - Bluetooth Headset,545.916,14,0.4,72.7888,7,0.1333333333333333,2017,6,yes
5387,CA-2017-152786,2017-03-12,2017-03-17,standard class,GA-14725,Guy Armstrong,consumer,united states,rogers,arkansas,72756,south,OFF-BI-10000829,office supplies,binders,Avery Non-Stick Binders,40.41,9,0.0,18.5886,5,0.46,2017,3,no
5388,CA-2017-164707,2017-02-18,2017-02-21,second class,CV-12805,Cynthia Voltz,corporate,united states,los angeles,california,90045,west,TEC-PH-10001924,technology,phones,iHome FM Clock Radio with Lightning Dock,167.976,3,0.2,10.4985,3,0.0625,2017,2,no
5389,CA-2017-164707,2017-02-18,2017-02-21,second class,CV-12805,Cynthia Voltz,corporate,united states,los angeles,california,90045,west,TEC-AC-10004864,technology,accessories,Memorex Micro Travel Drive 32 GB,109.53,3,0.0,47.0979,3,0.43,2017,2,no
5390,CA-2017-164707,2017-02-18,2017-02-21,second class,CV-12805,Cynthia Voltz,corporate,united states,los angeles,california,90045,west,OFF-LA-10004345,office supplies,labels,Avery 493,9.82,2,0.0,4.8118,3,0.49,2017,2,no
5391,CA-2017-163874,2017-11-10,2017-11-12,second class,NC-18535,Nick Crebassa,corporate,united states,seattle,washington,98105,west,OFF-BI-10000088,office supplies,binders,GBC Imprintable Covers,26.352,3,0.2,9.5526,2,0.3625,2017,11,no
5392,US-2014-123183,2014-11-19,2014-11-25,standard class,GR-14560,Georgia Rosenberg,corporate,united states,wilmington,delaware,19805,east,OFF-LA-10002787,office supplies,labels,Avery 480,22.5,6,0.0,10.8,6,0.48000000000000004,2014,11,no
5393,US-2014-123183,2014-11-19,2014-11-25,standard class,GR-14560,Georgia Rosenberg,corporate,united states,wilmington,delaware,19805,east,OFF-LA-10001569,office supplies,labels,Avery 499,9.96,2,0.0,4.5816,6,0.45999999999999996,2014,11,no
5394,US-2014-123183,2014-11-19,2014-11-25,standard class,GR-14560,Georgia Rosenberg,corporate,united states,wilmington,delaware,19805,east,OFF-BI-10002429,office supplies,binders,"Premier Elliptical Ring Binder, Black",213.08,7,0.0,102.2784,6,0.48,2014,11,no
5395,US-2014-123183,2014-11-19,2014-11-25,standard class,GR-14560,Georgia Rosenberg,corporate,united states,wilmington,delaware,19805,east,FUR-BO-10000362,furniture,bookcases,Sauder Inglewood Library Bookcases,1025.88,6,0.0,235.9524,6,0.22999999999999998,2014,11,no
5396,CA-2014-104829,2014-11-18,2014-11-21,second class,JG-15805,John Grady,corporate,united states,provo,utah,84604,west,OFF-PA-10003016,office supplies,paper,"Adams ""While You Were Out"" Message Pads",21.98,7,0.0,9.891,3,0.45,2014,11,no
5397,US-2016-147340,2016-09-24,2016-09-24,same day,EB-13750,Edward Becker,corporate,united states,san francisco,california,94110,west,FUR-FU-10002501,furniture,furnishings,Nu-Dell Executive Frame,63.2,5,0.0,23.384,0,0.37,2016,9,no
5398,CA-2016-145492,2016-11-20,2016-11-27,standard class,MC-17605,Matt Connell,corporate,united states,los angeles,california,90004,west,OFF-AP-10003622,office supplies,appliances,"Bravo II Megaboss 12-Amp Hard Body Upright, Replacement Belts, 2 Belts per Pack",39.0,12,0.0,11.31,7,0.29000000000000004,2016,11,no
5399,CA-2016-163202,2016-09-27,2016-10-02,standard class,BM-11650,Brian Moss,corporate,united states,lancaster,ohio,43130,east,OFF-BI-10002764,office supplies,binders,Recycled Pressboard Report Cover with Reinforced Top Hinge,2.907,3,0.7,-2.0349,5,-0.7,2016,9,yes
5400,CA-2016-117681,2016-04-09,2016-04-14,standard class,HF-14995,Herbert Flentye,consumer,united states,los angeles,california,90004,west,FUR-BO-10001798,furniture,bookcases,Bush Somerset Collection Bookcase,556.665,5,0.15,6.549,5,0.011764705882352943,2016,4,no
5401,CA-2017-132262,2017-09-21,2017-09-23,first class,ML-18265,Muhammed Lee,consumer,united states,seattle,washington,98103,west,TEC-AC-10000158,technology,accessories,Sony 64GB Class 10 Micro SDHC R40 Memory Card,71.98,2,0.0,15.1158,2,0.21,2017,9,no
5402,CA-2017-132262,2017-09-21,2017-09-23,first class,ML-18265,Muhammed Lee,consumer,united states,seattle,washington,98103,west,TEC-AC-10000303,technology,accessories,Logitech M510 Wireless Mouse,79.98,2,0.0,26.3934,2,0.32999999999999996,2017,9,no
5403,CA-2017-123043,2017-08-24,2017-08-29,standard class,AH-10195,Alan Haines,corporate,united states,new york city,new york,10024,east,OFF-BI-10003910,office supplies,binders,DXL Angle-View Binders with Locking Rings by Samsill,24.672,4,0.2,7.71,5,0.3125,2017,8,no
5404,CA-2017-123043,2017-08-24,2017-08-29,standard class,AH-10195,Alan Haines,corporate,united states,new york city,new york,10024,east,OFF-BI-10000138,office supplies,binders,Acco Translucent Poly Ring Binders,3.744,1,0.2,1.3104,5,0.35,2017,8,no
5405,US-2016-143280,2016-02-22,2016-02-26,standard class,TZ-21580,Tracy Zic,consumer,united states,los angeles,california,90045,west,TEC-PH-10002398,technology,phones,AT&T 1070 Corded Phone,445.96,5,0.2,55.745,4,0.125,2016,2,no
5406,US-2016-143280,2016-02-22,2016-02-26,standard class,TZ-21580,Tracy Zic,consumer,united states,los angeles,california,90045,west,TEC-AC-10003399,technology,accessories,Memorex Mini Travel Drive 64 GB USB 2.0 Flash Drive,36.24,1,0.0,15.2208,4,0.42,2016,2,no
5407,US-2016-143280,2016-02-22,2016-02-26,standard class,TZ-21580,Tracy Zic,consumer,united states,los angeles,california,90045,west,OFF-FA-10000992,office supplies,fasteners,"Acco Clips to Go Binder Clips, 24 Clips in Two Sizes",10.65,3,0.0,5.0055,4,0.47,2016,2,no
5408,CA-2017-108854,2017-12-08,2017-12-14,standard class,DM-13345,Denise Monton,corporate,united states,san francisco,california,94109,west,OFF-PA-10003022,office supplies,paper,Standard Line While You Were Out Hardbound Telephone Message Book,87.92,4,0.0,40.4432,6,0.45999999999999996,2017,12,no
5409,CA-2017-108854,2017-12-08,2017-12-14,standard class,DM-13345,Denise Monton,corporate,united states,san francisco,california,94109,west,OFF-BI-10002854,office supplies,binders,"Performers Binder/Pad Holder, Black",22.424,1,0.2,8.409,6,0.37500000000000006,2017,12,no
5410,CA-2017-108854,2017-12-08,2017-12-14,standard class,DM-13345,Denise Monton,corporate,united states,san francisco,california,94109,west,OFF-BI-10001670,office supplies,binders,Vinyl Sectional Post Binders,90.48,3,0.2,33.93,6,0.375,2017,12,no
5411,CA-2017-108854,2017-12-08,2017-12-14,standard class,DM-13345,Denise Monton,corporate,united states,san francisco,california,94109,west,OFF-ST-10001837,office supplies,storage,"SAFCO Mobile Desk Side File, Wire Frame",42.76,1,0.0,11.1176,6,0.26,2017,12,no
5412,CA-2017-166856,2017-09-18,2017-09-22,standard class,TS-21505,Tony Sayre,consumer,united states,clovis,new mexico,88101,west,OFF-BI-10002012,office supplies,binders,Wilson Jones Easy Flow II Sheet Lifters,10.08,7,0.2,3.528,4,0.35,2017,9,no
5413,CA-2017-166856,2017-09-18,2017-09-22,standard class,TS-21505,Tony Sayre,consumer,united states,clovis,new mexico,88101,west,TEC-AC-10004992,technology,accessories,Kingston Digital DataTraveler 64GB USB 2.0,101.34,3,0.0,8.1072,4,0.08,2017,9,no
5414,CA-2016-153157,2016-09-11,2016-09-14,first class,TB-21625,Trudy Brown,consumer,united states,wichita,kansas,67212,central,TEC-PH-10003171,technology,phones,Plantronics Encore H101 Dual Earpieces Headset,224.75,5,0.0,62.93,3,0.27999999999999997,2016,9,no
5415,US-2017-125647,2017-09-23,2017-09-28,standard class,LC-16870,Lena Cacioppo,consumer,united states,chicago,illinois,60653,central,OFF-AP-10000390,office supplies,appliances,Euro Pro Shark Stick Mini Vacuum,73.176,6,0.8,-197.5752,5,-2.6999999999999997,2017,9,yes
5416,US-2017-125647,2017-09-23,2017-09-28,standard class,LC-16870,Lena Cacioppo,consumer,united states,chicago,illinois,60653,central,OFF-PA-10004888,office supplies,paper,Xerox 217,20.736,4,0.2,7.2576,5,0.35,2017,9,no
5417,US-2017-125647,2017-09-23,2017-09-28,standard class,LC-16870,Lena Cacioppo,consumer,united states,chicago,illinois,60653,central,TEC-PH-10004188,technology,phones,OtterBox Commuter Series Case - Samsung Galaxy S4,39.984,2,0.2,-8.9964,5,-0.22499999999999998,2017,9,no
5418,CA-2014-132542,2014-10-06,2014-10-08,second class,AM-10360,Alice McCarthy,corporate,united states,omaha,nebraska,68104,central,OFF-BI-10004099,office supplies,binders,GBC VeloBinder Strips,15.36,2,0.0,7.68,2,0.5,2014,10,no
5419,CA-2015-110877,2015-10-23,2015-10-26,first class,JE-15715,Joe Elijah,consumer,united states,houston,texas,77041,central,OFF-PA-10004621,office supplies,paper,Xerox 212,36.288,7,0.2,12.7008,3,0.35000000000000003,2015,10,no
5420,CA-2015-110877,2015-10-23,2015-10-26,first class,JE-15715,Joe Elijah,consumer,united states,houston,texas,77041,central,TEC-PH-10002103,technology,phones,Jabra SPEAK 410,150.384,2,0.2,15.0384,3,0.1,2015,10,no
5421,US-2016-151827,2016-03-31,2016-04-02,second class,CS-11950,Carlos Soltero,consumer,united states,philadelphia,pennsylvania,19134,east,TEC-PH-10002789,technology,phones,LG Exalt,280.782,3,0.4,-60.8361,2,-0.21666666666666667,2016,3,yes
5422,US-2016-151827,2016-03-31,2016-04-02,second class,CS-11950,Carlos Soltero,consumer,united states,philadelphia,pennsylvania,19134,east,TEC-AC-10003289,technology,accessories,Anker Ultra-Slim Mini Bluetooth 3.0 Wireless Keyboard,31.984,2,0.2,1.1994,2,0.0375,2016,3,no
5423,US-2016-163258,2016-12-29,2017-01-02,standard class,PF-19225,Phillip Flathmann,consumer,united states,los angeles,california,90045,west,OFF-BI-10000138,office supplies,binders,Acco Translucent Poly Ring Binders,11.232,3,0.2,3.9312,4,0.35000000000000003,2016,12,no
5424,CA-2017-103009,2017-11-03,2017-11-05,second class,PJ-18835,Patrick Jones,corporate,united states,richmond,kentucky,40475,south,OFF-PA-10001215,office supplies,paper,Xerox 1963,26.4,5,0.0,11.88,2,0.45000000000000007,2017,11,no
5425,US-2017-120649,2017-01-20,2017-01-26,standard class,JF-15490,Jeremy Farry,consumer,united states,waterbury,connecticut,6708,east,OFF-AR-10001545,office supplies,art,Newell 326,3.52,2,0.0,1.0208,6,0.29,2017,1,no
5426,CA-2016-153598,2016-12-03,2016-12-06,first class,NM-18520,Neoma Murray,consumer,united states,los angeles,california,90045,west,TEC-AC-10003870,technology,accessories,Logitech Z-906 Speaker sys - home theater - 5.1-CH,1649.95,5,0.0,659.98,3,0.4,2016,12,no
5427,CA-2016-153598,2016-12-03,2016-12-06,first class,NM-18520,Neoma Murray,consumer,united states,los angeles,california,90045,west,FUR-FU-10001085,furniture,furnishings,3M Polarizing Light Filter Sleeves,111.9,6,0.0,51.474,3,0.45999999999999996,2016,12,no
5428,US-2016-108497,2016-06-14,2016-06-14,same day,MH-17290,Marc Harrigan,home office,united states,los angeles,california,90036,west,FUR-BO-10004218,furniture,bookcases,"Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order",599.165,5,0.15,35.245,0,0.058823529411764705,2016,6,no
5429,CA-2016-113096,2016-09-02,2016-09-04,first class,SZ-20035,Sam Zeldin,home office,united states,san francisco,california,94122,west,OFF-ST-10003455,office supplies,storage,"Tenex File Box, Personal Filing Tote with Lid, Black",46.53,3,0.0,12.0978,2,0.26,2016,9,no
5430,CA-2014-136861,2014-09-05,2014-09-07,first class,PR-18880,Patrick Ryan,consumer,united states,saint petersburg,florida,33710,south,FUR-FU-10001967,furniture,furnishings,Telescoping Adjustable Floor Lamp,31.984,2,0.2,1.999,2,0.0625,2014,9,no
5431,CA-2017-117422,2017-10-21,2017-10-25,standard class,FC-14245,Frank Carlisle,home office,united states,lakewood,ohio,44107,east,OFF-AP-10000938,office supplies,appliances,Avanti 1.7 Cu. Ft. Refrigerator,161.568,2,0.2,16.1568,4,0.09999999999999999,2017,10,no
5432,CA-2017-117422,2017-10-21,2017-10-25,standard class,FC-14245,Frank Carlisle,home office,united states,lakewood,ohio,44107,east,OFF-PA-10002195,office supplies,paper,"RSVP Cards & Envelopes, Blank White, 8-1/2"" X 11"", 24 Cards/25 Envelopes/Set",4.064,1,0.2,1.3716,4,0.33749999999999997,2017,10,no
5433,CA-2017-117422,2017-10-21,2017-10-25,standard class,FC-14245,Frank Carlisle,home office,united states,lakewood,ohio,44107,east,OFF-BI-10002799,office supplies,binders,"SlimView Poly Binder, 3/8""",6.216,4,0.7,-4.9728,4,-0.8,2017,10,yes
5434,CA-2017-129707,2017-04-25,2017-04-29,standard class,LH-16750,Larry Hughes,consumer,united states,chandler,arizona,85224,west,OFF-AR-10000246,office supplies,art,Newell 318,8.896,4,0.2,0.6672,4,0.075,2017,4,no
5435,CA-2015-160171,2015-10-19,2015-10-24,standard class,RM-19675,Robert Marley,home office,united states,los angeles,california,90008,west,OFF-AP-10000275,office supplies,appliances,"Sanyo Counter Height Refrigerator with Crisper, 3.6 Cubic Foot, Stainless Steel/Black",1640.7,5,0.0,459.396,5,0.28,2015,10,no
5436,CA-2015-160171,2015-10-19,2015-10-24,standard class,RM-19675,Robert Marley,home office,united states,los angeles,california,90008,west,TEC-AC-10000892,technology,accessories,NETGEAR N750 Dual Band Wi-Fi Gigabit Router,270.0,3,0.0,97.2,5,0.36,2015,10,no
5437,CA-2014-103317,2014-07-05,2014-07-08,first class,DM-13525,Don Miller,corporate,united states,palm coast,florida,32137,south,FUR-FU-10001591,furniture,furnishings,Advantus Panel Wall Certificate Holder - 8.5x11,19.52,2,0.2,5.368,3,0.275,2014,7,no
5438,CA-2014-103317,2014-07-05,2014-07-08,first class,DM-13525,Don Miller,corporate,united states,palm coast,florida,32137,south,OFF-BI-10001787,office supplies,binders,Wilson Jones Four-Pocket Poly Binders,9.81,5,0.7,-6.867,3,-0.7,2014,7,yes
5439,CA-2014-103317,2014-07-05,2014-07-08,first class,DM-13525,Don Miller,corporate,united states,palm coast,florida,32137,south,FUR-FU-10003192,furniture,furnishings,Luxo Adjustable Task Clamp Lamp,213.216,3,0.2,15.9912,3,0.075,2014,7,no
5440,CA-2016-167115,2016-04-04,2016-04-09,standard class,EH-14185,Evan Henry,consumer,united states,new york city,new york,10035,east,OFF-BI-10004600,office supplies,binders,Ibico Ibimaster 300 Manual Binding System,588.784,2,0.2,183.995,5,0.3125,2016,4,no
5441,US-2017-153633,2017-11-13,2017-11-18,second class,TC-21295,Toby Carlisle,consumer,united states,jupiter,florida,33458,south,OFF-AR-10002335,office supplies,art,DIXON Oriole Pencils,2.064,1,0.2,0.1548,5,0.075,2017,11,no
5442,CA-2017-155929,2017-09-09,2017-09-13,standard class,AI-10855,Arianne Irving,consumer,united states,glendale,arizona,85301,west,OFF-PA-10000859,office supplies,paper,Unpadded Memo Slips,6.368,2,0.2,2.388,4,0.37499999999999994,2017,9,no
5443,CA-2015-148712,2015-04-17,2015-04-23,standard class,JM-15535,Jessica Myrick,consumer,united states,new york city,new york,10035,east,TEC-AC-10003198,technology,accessories,Enermax Acrylux Wireless Keyboard,99.6,1,0.0,36.852,6,0.37,2015,4,no
5444,CA-2015-148712,2015-04-17,2015-04-23,standard class,JM-15535,Jessica Myrick,consumer,united states,new york city,new york,10035,east,OFF-BI-10001900,office supplies,binders,"DXL Angle-View Binders with Locking Rings, Black",62.296,13,0.2,21.0249,6,0.33749999999999997,2015,4,no
5445,CA-2015-148712,2015-04-17,2015-04-23,standard class,JM-15535,Jessica Myrick,consumer,united states,new york city,new york,10035,east,OFF-AR-10000614,office supplies,art,Barrel Sharpener,10.71,3,0.0,2.7846,6,0.26,2015,4,no
5446,CA-2016-128307,2016-07-25,2016-07-29,standard class,BE-11335,Bill Eplett,home office,united states,houston,texas,77041,central,OFF-EN-10003040,office supplies,envelopes,Quality Park Security Envelopes,20.936,1,0.2,7.0659,4,0.3375,2016,7,no
5447,US-2016-127425,2016-08-26,2016-08-31,standard class,DR-12880,Dan Reichenbach,corporate,united states,new york city,new york,10035,east,TEC-PH-10003442,technology,phones,Samsung Replacement EH64AVFWE Premium Headset,33.0,6,0.0,8.25,5,0.25,2016,8,no
5448,US-2016-127425,2016-08-26,2016-08-31,standard class,DR-12880,Dan Reichenbach,corporate,united states,new york city,new york,10035,east,TEC-AC-10002800,technology,accessories,Plantronics Audio 478 Stereo USB Headset,249.95,5,0.0,87.4825,5,0.35000000000000003,2016,8,no
5449,US-2014-119081,2014-09-12,2014-09-19,standard class,TA-21385,Tom Ashbrook,home office,united states,olathe,kansas,66062,central,OFF-SU-10000157,office supplies,supplies,Compact Automatic Electric Letter Opener,357.93,3,0.0,7.1586,7,0.02,2014,9,no
5450,US-2014-119081,2014-09-12,2014-09-19,standard class,TA-21385,Tom Ashbrook,home office,united states,olathe,kansas,66062,central,TEC-AC-10001542,technology,accessories,SanDisk Cruzer 16 GB USB Flash Drive,57.4,5,0.0,10.906,7,0.19,2014,9,no
5451,US-2014-119081,2014-09-12,2014-09-19,standard class,TA-21385,Tom Ashbrook,home office,united states,olathe,kansas,66062,central,OFF-BI-10004519,office supplies,binders,GBC DocuBind P100 Manual Binding Machine,331.96,2,0.0,149.382,7,0.45000000000000007,2014,9,no
